Date,Open,High,Low,Close,Volume
5/25/2018 16:00:00,98.3,98.98,97.86,98.36,18363918
5/29/2018 16:00:00,97.84,98.88,97.23,98.01,28670981
5/30/2018 16:00:00,98.31,99.25,97.91,98.95,22158528
5/31/2018 16:00:00,98.31,99.25,97.91,98.95,56773
6/1/2018 16:00:00,99.28,100.86,99.17,100.79,28655624
6/4/2018 16:00:00,101.26,101.86,100.85,101.67,27281623
6/5/2018 16:00:00,102,102.33,101.53,102.19,23514402
6/6/2018 16:00:00,102.48,102.6,101.9,102.49,21122917
6/7/2018 16:00:00,102.65,102.69,100.38,100.88,28232197
6/8/2018 16:00:00,101.09,101.95,100.54,101.63,22165128
6/11/2018 16:00:00,101.37,101.59,100.67,101.05,23490894
6/12/2018 16:00:00,101.1,101.45,100.75,101.31,18325228
6/13/2018 16:00:00,101.72,102.01,100.56,100.85,29492875
6/14/2018 16:00:00,101.65,102.03,101,101.42,25691811
6/15/2018 16:00:00,101.51,101.53,100.07,100.13,65738585
6/18/2018 16:00:00,100.01,101.11,99.42,100.86,23586037
6/19/2018 16:00:00,99.65,101,99.5,100.86,28653087
6/20/2018 16:00:00,101.37,102.52,101.12,101.87,26180792
6/21/2018 16:00:00,102.08,102.46,100.88,101.14,23198188
6/22/2018 16:00:00,100.41,100.77,99.63,100.41,38923105
6/25/2018 16:00:00,100,100.11,97.3,98.39,35433333
6/26/2018 16:00:00,98.82,100.08,98.75,99.08,26897244
6/27/2018 16:00:00,99.58,100.02,97.4,97.54,31298386
6/28/2018 16:00:00,97.38,99.11,97.26,98.63,26650671
6/29/2018 16:00:00,98.93,99.91,98.33,98.61,28053214
7/2/2018 16:00:00,98.1,100.06,98,100.01,19564521
7/3/2018 13:00:00,100.48,100.63,98.94,99.05,14670275
7/5/2018 16:00:00,99.5,99.92,99.03,99.76,18977402
7/6/2018 16:00:00,99.89,101.43,99.67,101.16,19234627
7/9/2018 16:00:00,101.65,102.25,101.25,101.85,18211980
7/10/2018 16:00:00,102,102.51,101.86,102.12,19293140
7/11/2018 16:00:00,101.15,102.34,101.1,101.98,19644648
7/12/2018 16:00:00,102.77,104.41,102.73,104.19,24335929
7/13/2018 16:00:00,104.37,105.6,104.09,105.43,24653500
7/16/2018 16:00:00,105.4,105.82,104.52,104.91,21786912
7/17/2018 16:00:00,104.61,106.5,104.32,105.95,25901726
7/18/2018 16:00:00,105.94,106.05,104.72,105.12,29493927
7/19/2018 16:00:00,104.93,105.31,103.89,104.4,40171646
7/20/2018 16:00:00,108.08,108.2,106.08,106.27,56038827
7/23/2018 16:00:00,106.3,108.14,106.13,107.97,29706955
7/24/2018 16:00:00,108.57,108.82,107.26,107.66,26316619
7/25/2018 16:00:00,107.96,111.15,107.6,110.83,30798058
7/26/2018 16:00:00,110.74,111,109.5,109.62,31372110
7/27/2018 16:00:00,110.18,110.18,106.14,107.68,37005292
7/30/2018 16:00:00,107.19,107.53,104.76,105.37,34668327
7/31/2018 16:00:00,106.49,106.72,105.38,106.08,27655152
8/1/2018 16:00:00,106.03,106.45,105.42,106.28,23628699
8/2/2018 16:00:00,105.4,108.09,104.84,107.57,26104258
8/3/2018 16:00:00,107.8,108.05,106.82,108.04,18659599
8/6/2018 16:00:00,108.12,108.42,107.56,108.13,20265947
8/7/2018 16:00:00,108.56,109.1,108.17,108.88,16080214
8/8/2018 16:00:00,109.33,109.75,108.76,109.49,15487502
8/9/2018 16:00:00,109.71,110.16,109.6,109.67,13677211
8/10/2018 16:00:00,109.42,109.69,108.38,109,18183724
8/13/2018 16:00:00,109.24,109.58,108.1,108.21,18474884
8/14/2018 16:00:00,108.56,109.75,108.04,109.56,16788314
8/15/2018 16:00:00,108.49,108.99,106.82,107.66,29982806
8/16/2018 16:00:00,108.3,108.86,107.3,107.64,21384289
8/17/2018 16:00:00,107.36,107.9,106.69,107.58,18061512
8/20/2018 16:00:00,107.51,107.9,106.48,106.87,17914201
8/21/2018 16:00:00,106.92,107.35,105.85,105.98,22881861
8/22/2018 16:00:00,105.85,107.34,105.78,107.06,18000639
8/23/2018 16:00:00,107.15,108.18,106.87,107.56,18167723
8/24/2018 16:00:00,107.67,108.56,107.56,108.4,17234020
8/27/2018 16:00:00,109.27,109.64,108.51,109.6,19662331
8/28/2018 16:00:00,109.94,110.5,109.79,110.26,19151528
8/29/2018 16:00:00,110.45,112.03,110.27,112.02,20818044
8/30/2018 16:00:00,111.67,112.61,111.44,111.95,22798702
8/31/2018 16:00:00,111.69,112.78,111.52,112.33,23222713
9/4/2018 16:00:00,110.85,111.96,110.22,111.71,22634641
9/5/2018 16:00:00,111.01,111.42,108.1,108.49,32872352
9/6/2018 16:00:00,108.25,108.99,107.51,108.74,23477624
9/7/2018 16:00:00,108.23,108.72,107.23,108.21,22498646
9/10/2018 16:00:00,108.84,109.64,108.36,109.38,20727906
9/11/2018 16:00:00,108.9,111.59,108.89,111.24,24301774
9/12/2018 16:00:00,111.43,111.85,110.51,111.71,18891064
9/13/2018 16:00:00,112.12,113.73,112.12,112.91,26055620
9/14/2018 16:00:00,113.36,113.73,112.44,113.37,19122349
9/17/2018 16:00:00,113.69,113.7,111.86,112.14,20736516
9/18/2018 16:00:00,112.19,113.7,111.72,113.21,22170934
9/19/2018 16:00:00,113.05,113.32,111.04,111.7,21728429
9/20/2018 16:00:00,112.28,113.8,111.93,113.57,23714512
9/21/2018 16:00:00,114,115.29,113.51,114.26,71229698
9/24/2018 16:00:00,113.03,114.9,112.22,114.67,27334460
9/25/2018 16:00:00,114.8,115.1,113.75,114.45,22668014
9/26/2018 16:00:00,114.47,115.06,113.74,113.98,19352025
9/27/2018 16:00:00,114.78,114.91,114.2,114.41,19091299
9/28/2018 16:00:00,114.19,114.57,113.68,114.37,21647811
10/1/2018 16:00:00,114.75,115.68,114.73,115.61,18883079
10/2/2018 16:00:00,115.3,115.84,114.44,115.15,20787239
10/3/2018 16:00:00,115.42,116.18,114.93,115.17,16648018
10/4/2018 16:00:00,114.61,114.76,111.63,112.79,34821717
10/5/2018 16:00:00,112.63,113.17,110.64,112.13,29068859
10/8/2018 16:00:00,111.66,112.03,109.34,110.85,29640588
10/9/2018 16:00:00,111.14,113.08,110.8,112.26,26198594
10/10/2018 16:00:00,111.24,111.5,105.79,106.16,61376315
10/11/2018 16:00:00,105.35,108.93,104.2,105.91,63904282
10/12/2018 16:00:00,109.01,111.24,107.12,109.57,47742109
10/15/2018 16:00:00,108.91,109.48,106.95,107.6,32068103
10/16/2018 16:00:00,109.54,111.41,108.95,111,31610164
10/17/2018 16:00:00,111.68,111.81,109.55,110.71,26548243
10/18/2018 16:00:00,110.1,110.53,107.83,108.5,32506192
10/19/2018 16:00:00,108.93,110.86,108.21,108.66,32785475
10/22/2018 16:00:00,109.32,110.54,108.24,109.63,26545607
10/23/2018 16:00:00,107.77,108.97,105.11,108.1,43770429
10/24/2018 16:00:00,108.41,108.49,101.59,102.32,63897759
10/25/2018 16:00:00,106.55,109.27,106.15,108.3,61646819
10/26/2018 16:00:00,105.69,108.75,104.76,106.96,55523104
10/29/2018 16:00:00,108.11,108.7,101.63,103.85,55162001
10/30/2018 16:00:00,103.66,104.38,100.11,103.73,65350878
10/31/2018 16:00:00,105.44,108.14,105.39,106.81,51062383
11/1/2018 16:00:00,107.05,107.32,105.53,105.92,33384201
11/2/2018 16:00:00,106.48,107.32,104.98,106.16,37680194
11/5/2018 16:00:00,106.37,107.74,105.9,107.51,27922144
11/6/2018 16:00:00,107.38,108.84,106.28,107.72,24340248
11/7/2018 16:00:00,109.44,112.24,109.4,111.96,37901704
11/8/2018 16:00:00,111.8,112.21,110.91,111.75,25644105
11/9/2018 16:00:00,110.85,111.45,108.76,109.57,32039223
11/12/2018 16:00:00,109.42,109.96,106.1,106.87,33621807
11/13/2018 16:00:00,107.55,108.74,106.64,106.94,35374583
11/14/2018 16:00:00,108.1,108.26,104.47,104.97,39495141
11/15/2018 16:00:00,104.99,107.8,103.91,107.28,38505165
11/16/2018 16:00:00,107.08,108.88,106.8,108.29,33502121
11/19/2018 16:00:00,108.27,108.56,103.55,104.62,44773899
11/20/2018 16:00:00,101.8,102.97,99.35,101.71,64052457
11/21/2018 16:00:00,103.6,104.43,102.24,103.11,28130621
11/23/2018 13:00:00,102.17,103.81,102,103.07,13823099
11/26/2018 16:00:00,104.79,106.63,104.58,106.47,32336165
11/27/2018 16:00:00,106.27,107.33,105.36,107.14,29124486
11/28/2018 16:00:00,107.89,111.33,107.86,111.12,46788461
11/29/2018 16:00:00,110.33,111.12,109.03,110.19,28123195
11/30/2018 16:00:00,110.7,110.97,109.36,110.89,33665624
12/3/2018 16:00:00,113,113.42,110.73,112.09,34732772
12/4/2018 16:00:00,111.94,112.64,108.21,108.52,45196984
12/6/2018 16:00:00,105.82,109.24,105,109.19,49107431
12/7/2018 16:00:00,108.38,109.45,104.3,104.82,45044937
12/10/2018 16:00:00,104.8,107.98,103.89,107.59,40801525
12/11/2018 16:00:00,109.8,110.95,107.44,108.59,42381947
12/12/2018 16:00:00,110.89,111.27,109.04,109.08,36183020
12/13/2018 16:00:00,109.58,110.87,108.63,109.45,31333362
12/14/2018 16:00:00,108.25,109.26,105.5,106.03,47043136
12/17/2018 16:00:00,105.41,105.8,101.71,102.89,56957314
12/18/2018 16:00:00,103.75,104.51,102.52,103.97,49319196
12/19/2018 16:00:00,103.65,106.88,101.35,103.69,68198186
12/20/2018 16:00:00,103.05,104.31,98.78,101.51,70334184
12/21/2018 16:00:00,101.63,103,97.46,98.23,111242070
12/24/2018 13:00:00,97.68,97.97,93.98,94.13,43935192
12/26/2018 16:00:00,95.14,100.69,93.96,100.56,51634793
12/27/2018 16:00:00,99.3,101.19,96.4,101.18,49498509
12/28/2018 16:00:00,102.09,102.41,99.52,100.39,38169312
12/31/2018 16:00:00,101.29,102.4,100.44,101.57,33173765
1/2/2019 16:00:00,99.55,101.75,98.94,101.12,35329345
1/3/2019 16:00:00,100.1,100.19,97.2,97.4,42578410
1/4/2019 16:00:00,99.72,102.51,98.93,101.93,44060620
1/7/2019 16:00:00,101.64,103.27,100.98,102.06,35656136
1/8/2019 16:00:00,103.04,103.97,101.71,102.8,31514415
1/9/2019 16:00:00,103.86,104.88,103.24,104.27,32280840
1/10/2019 16:00:00,103.22,103.75,102.38,103.6,30067556
1/11/2019 16:00:00,103.19,103.44,101.64,102.8,28314202
1/14/2019 16:00:00,101.9,102.87,101.26,102.05,28437079
1/15/2019 16:00:00,102.51,105.05,101.88,105.01,31587616
1/16/2019 16:00:00,105.26,106.26,104.96,105.38,29853865
1/17/2019 16:00:00,105,106.63,104.76,106.12,28393015
1/18/2019 16:00:00,107.46,107.9,105.91,107.71,37427587
1/22/2019 16:00:00,106.75,107.1,104.86,105.68,32371253
1/23/2019 16:00:00,106.12,107.04,105.34,106.71,25874294
1/24/2019 16:00:00,106.86,107,105.34,106.2,23164838
1/25/2019 16:00:00,107.24,107.88,106.59,107.17,31218193
1/28/2019 16:00:00,106.26,106.48,104.66,105.08,29476719
1/29/2019 16:00:00,104.88,104.97,102.17,102.94,31490547
1/30/2019 16:00:00,104.62,106.38,104.33,106.38,49471866
1/31/2019 16:00:00,103.8,105.22,103.18,104.43,55636391
2/1/2019 16:00:00,103.78,104.1,102.35,102.78,35535690
2/4/2019 16:00:00,102.87,105.8,102.77,105.74,31315282
2/5/2019 16:00:00,106.06,107.27,105.96,107.22,27325365
2/6/2019 16:00:00,107,107,105.53,106.03,20609759
2/7/2019 16:00:00,105.19,105.59,104.29,105.27,29760697
2/8/2019 16:00:00,104.39,105.78,104.26,105.67,21461093
2/11/2019 16:00:00,106.2,106.58,104.97,105.25,18914123
2/12/2019 16:00:00,106.14,107.14,105.48,106.89,25056595
2/13/2019 16:00:00,107.5,107.78,106.71,106.81,18394869
2/14/2019 16:00:00,106.31,107.29,105.66,106.9,21784703
2/15/2019 16:00:00,107.91,108.3,107.36,108.22,26606886
2/19/2019 16:00:00,107.79,108.66,107.78,108.17,18038460
2/20/2019 16:00:00,107.86,107.94,106.29,107.15,21607671
2/21/2019 16:00:00,106.9,109.48,106.87,109.41,29063231
2/22/2019 16:00:00,110.05,111.2,109.82,110.97,27763218
2/25/2019 16:00:00,111.76,112.18,111.26,111.59,23750599
2/26/2019 16:00:00,111.26,113.24,111.17,112.36,21536733
2/27/2019 16:00:00,111.69,112.36,110.88,112.17,21487062
2/28/2019 16:00:00,112.04,112.88,111.73,112.03,29083934
